 Results for ntg,nwn,filling,cluster,ntot,ndim,inhgrid,chcrt0
       20000         800  0.849906061910793      16B         200           2
           0  0.244367952437218     
 ed,u,beta,iter,run,meas,tprime,tperp
  0.393699895375276        1.50000000000000        2.00000000000000     
           1       80000           1  0.000000000000000E+000
  0.000000000000000E+000
 nfocc=     <Sign>     skip
  0.424953030955396        1.00000000000000                4
 Vmax ,nuse, alpha, vblmax
         100           8  0.510000000000000                4
           mu**2            T*chi_ii(T)
  0.000000000000000E+000  0.000000000000000E+000
 iter            1  of            1
   configuration  v_tau,v_site, v_s  
   1.00000000000000               17
   7504.00000000000                7           1
   2593.00000000000               12          -1
   15794.0000000000               12          -1
   15325.0000000000               12          -1
   13447.0000000000                4          -1
   13213.0000000000                5          -1
   15427.0000000000                1           1
   6848.00000000000                2           1
   14630.0000000000               15          -1
   15460.0000000000                4          -1
   10596.0000000000                9           1
   11304.0000000000                7           1
   14695.0000000000                2           1
   17750.0000000000               14          -1
   6023.00000000000                9           1
   2276.00000000000               14          -1
   11715.0000000000                2           1
 n   ic  sigma(n,ic)  sigmapt(n,ic)  GcKfsc(n,ic)  iwn(n)   quadw(n)
  530    2  (-0.112571E+00,-0.329907E-03) (-0.112530E+00,-0.303944E-03) ( 0.203226E-07,-0.600019E-03)   1666.614903      1.000000
  531    2  (-0.112571E+00,-0.329286E-03) (-0.112530E+00,-0.303372E-03) ( 0.202462E-07,-0.598890E-03)   1669.756495      1.000000
  532    2  (-0.112571E+00,-0.328668E-03) (-0.112530E+00,-0.302801E-03) ( 0.201702E-07,-0.597765E-03)   1672.898088      1.000000
  533    2  (-0.112571E+00,-0.328052E-03) (-0.112530E+00,-0.302233E-03) ( 0.200947E-07,-0.596645E-03)   1676.039681      1.000000
  534    2  (-0.112571E+00,-0.327438E-03) (-0.112530E+00,-0.301667E-03) ( 0.200196E-07,-0.595528E-03)   1679.181273      1.000000
  535    2  (-0.112571E+00,-0.326826E-03) (-0.112530E+00,-0.301103E-03) ( 0.199449E-07,-0.594416E-03)   1682.322866      1.000000
  536    2  (-0.112571E+00,-0.326217E-03) (-0.112530E+00,-0.300541E-03) ( 0.198706E-07,-0.593308E-03)   1685.464459      1.000000
  537    2  (-0.112571E+00,-0.325610E-03) (-0.112530E+00,-0.299982E-03) ( 0.197967E-07,-0.592204E-03)   1688.606051      1.000000
  538    2  (-0.112571E+00,-0.325006E-03) (-0.112530E+00,-0.299424E-03) ( 0.197233E-07,-0.591105E-03)   1691.747644      1.000000
  539    2  (-0.112571E+00,-0.324403E-03) (-0.112530E+00,-0.298868E-03) ( 0.196502E-07,-0.590009E-03)   1694.889237      1.000000
  540    2  (-0.112571E+00,-0.323803E-03) (-0.112530E+00,-0.298315E-03) ( 0.195776E-07,-0.588917E-03)   1698.030829      1.000000
  541    2  (-0.112571E+00,-0.323205E-03) (-0.112530E+00,-0.297763E-03) ( 0.195053E-07,-0.587830E-03)   1701.172422      1.000000
  542    2  (-0.112571E+00,-0.322609E-03) (-0.112530E+00,-0.297214E-03) ( 0.194335E-07,-0.586746E-03)   1704.314015      1.000000
  543    2  (-0.112571E+00,-0.322016E-03) (-0.112530E+00,-0.296666E-03) ( 0.193620E-07,-0.585667E-03)   1707.455607      1.000000
  544    2  (-0.112571E+00,-0.321424E-03) (-0.112530E+00,-0.296121E-03) ( 0.192910E-07,-0.584591E-03)   1710.597200      1.000000
  545    2  (-0.112571E+00,-0.320835E-03) (-0.112530E+00,-0.295578E-03) ( 0.192203E-07,-0.583519E-03)   1713.738793      1.000000
  546    2  (-0.112571E+00,-0.320248E-03) (-0.112530E+00,-0.295036E-03) ( 0.191500E-07,-0.582452E-03)   1716.880385      1.000000
  547    2  (-0.112571E+00,-0.319663E-03) (-0.112530E+00,-0.294497E-03) ( 0.190802E-07,-0.581388E-03)   1720.021978      1.000000
  548    2  (-0.112571E+00,-0.319080E-03) (-0.112530E+00,-0.293959E-03) ( 0.190106E-07,-0.580328E-03)   1723.163570      1.000000
  549    2  (-0.112571E+00,-0.318500E-03) (-0.112530E+00,-0.293424E-03) ( 0.189415E-07,-0.579272E-03)   1726.305163      1.000000
  550    2  (-0.112571E+00,-0.317921E-03) (-0.112530E+00,-0.292890E-03) ( 0.188728E-07,-0.578220E-03)   1729.446756      1.000000
  551    2  (-0.112571E+00,-0.317345E-03) (-0.112530E+00,-0.292358E-03) ( 0.188044E-07,-0.577171E-03)   1732.588348      1.000000
  552    2  (-0.112571E+00,-0.316770E-03) (-0.112530E+00,-0.291828E-03) ( 0.187364E-07,-0.576127E-03)   1735.729941      1.000000
  553    2  (-0.112571E+00,-0.316198E-03) (-0.112530E+00,-0.291301E-03) ( 0.186687E-07,-0.575086E-03)   1738.871534      1.000000
  554    2  (-0.112571E+00,-0.315628E-03) (-0.112530E+00,-0.290775E-03) ( 0.186015E-07,-0.574048E-03)   1742.013126      1.000000
  555    2  (-0.112571E+00,-0.315060E-03) (-0.112530E+00,-0.290251E-03) ( 0.185345E-07,-0.573015E-03)   1745.154719      1.000000
  556    2  (-0.112571E+00,-0.314493E-03) (-0.112530E+00,-0.289728E-03) ( 0.184680E-07,-0.571985E-03)   1748.296312      1.000000
  557    2  (-0.112571E+00,-0.313929E-03) (-0.112530E+00,-0.289208E-03) ( 0.184018E-07,-0.570959E-03)   1751.437904      1.000000
  558    2  (-0.112571E+00,-0.313367E-03) (-0.112530E+00,-0.288690E-03) ( 0.183360E-07,-0.569937E-03)   1754.579497      1.000000
  559    2  (-0.112571E+00,-0.312807E-03) (-0.112530E+00,-0.288173E-03) ( 0.182705E-07,-0.568918E-03)   1757.721090      1.000000
  560    2  (-0.112571E+00,-0.312249E-03) (-0.112530E+00,-0.287658E-03) ( 0.182053E-07,-0.567903E-03)   1760.862682      1.000000
  561    2  (-0.112571E+00,-0.311693E-03) (-0.112530E+00,-0.287146E-03) ( 0.181406E-07,-0.566892E-03)   1764.004275      1.000000
  562    2  (-0.112571E+00,-0.311139E-03) (-0.112530E+00,-0.286634E-03) ( 0.180761E-07,-0.565884E-03)   1767.145868      1.000000
  563    2  (-0.112571E+00,-0.310587E-03) (-0.112530E+00,-0.286125E-03) ( 0.180120E-07,-0.564880E-03)   1770.287460      1.000000
  564    2  (-0.112571E+00,-0.310036E-03) (-0.112530E+00,-0.285618E-03) ( 0.179483E-07,-0.563879E-03)   1773.429053      1.000000
  565    2  (-0.112571E+00,-0.309488E-03) (-0.112530E+00,-0.285112E-03) ( 0.178848E-07,-0.562882E-03)   1776.570646      1.000000
  566    2  (-0.112571E+00,-0.308942E-03) (-0.112530E+00,-0.284608E-03) ( 0.178217E-07,-0.561889E-03)   1779.712238      1.000000
  567    2  (-0.112571E+00,-0.308398E-03) (-0.112530E+00,-0.284106E-03) ( 0.177590E-07,-0.560898E-03)   1782.853831      1.000000
  568    2  (-0.112571E+00,-0.307855E-03) (-0.112530E+00,-0.283606E-03) ( 0.176966E-07,-0.559912E-03)   1785.995424      1.000000
  569    2  (-0.112571E+00,-0.307314E-03) (-0.112530E+00,-0.283107E-03) ( 0.176345E-07,-0.558929E-03)   1789.137016      1.000000
  570    2  (-0.112571E+00,-0.306776E-03) (-0.112530E+00,-0.282610E-03) ( 0.175727E-07,-0.557949E-03)   1792.278609      1.000000
  571    2  (-0.112571E+00,-0.306239E-03) (-0.112530E+00,-0.282115E-03) ( 0.175113E-07,-0.556973E-03)   1795.420202      1.000000
  572    2  (-0.112571E+00,-0.305704E-03) (-0.112530E+00,-0.281622E-03) ( 0.174501E-07,-0.556000E-03)   1798.561794      1.000000
  573    2  (-0.112571E+00,-0.305171E-03) (-0.112530E+00,-0.281130E-03) ( 0.173893E-07,-0.555030E-03)   1801.703387      1.000000
  574    2  (-0.112571E+00,-0.304640E-03) (-0.112530E+00,-0.280640E-03) ( 0.173289E-07,-0.554064E-03)   1804.844979      1.000000
  575    2  (-0.112571E+00,-0.304110E-03) (-0.112530E+00,-0.280152E-03) ( 0.172687E-07,-0.553101E-03)   1807.986572      1.000000
  576    2  (-0.112571E+00,-0.303583E-03) (-0.112530E+00,-0.279665E-03) ( 0.172088E-07,-0.552142E-03)   1811.128165      1.000000
  577    2  (-0.112571E+00,-0.303057E-03) (-0.112530E+00,-0.279180E-03) ( 0.171493E-07,-0.551186E-03)   1814.269757      1.000000
  578    2  (-0.112571E+00,-0.302533E-03) (-0.112530E+00,-0.278697E-03) ( 0.170901E-07,-0.550233E-03)   1817.411350      1.000000
  579    2  (-0.112571E+00,-0.302011E-03) (-0.112530E+00,-0.278215E-03) ( 0.170311E-07,-0.549284E-03)   1820.552943      1.000000
  580    2  (-0.112571E+00,-0.301491E-03) (-0.112530E+00,-0.277736E-03) ( 0.169725E-07,-0.548337E-03)   1823.694535      1.000000
  581    2  (-0.112571E+00,-0.300973E-03) (-0.112530E+00,-0.277257E-03) ( 0.169142E-07,-0.547394E-03)   1826.836128      1.000000
  582    2  (-0.112571E+00,-0.300456E-03) (-0.112530E+00,-0.276781E-03) ( 0.168561E-07,-0.546455E-03)   1829.977721      1.000000
  583    2  (-0.112571E+00,-0.299941E-03) (-0.112530E+00,-0.276306E-03) ( 0.167984E-07,-0.545518E-03)   1833.119313      1.000000
  584    2  (-0.112571E+00,-0.299428E-03) (-0.112530E+00,-0.275832E-03) ( 0.167410E-07,-0.544585E-03)   1836.260906      1.000000
  585    2  (-0.112571E+00,-0.298916E-03) (-0.112530E+00,-0.275361E-03) ( 0.166839E-07,-0.543655E-03)   1839.402499      1.000000
  586    2  (-0.112571E+00,-0.298407E-03) (-0.112530E+00,-0.274890E-03) ( 0.166270E-07,-0.542728E-03)   1842.544091      1.000000
  587    2  (-0.112571E+00,-0.297899E-03) (-0.112530E+00,-0.274422E-03) ( 0.165705E-07,-0.541804E-03)   1845.685684      1.000000
  588    2  (-0.112571E+00,-0.297393E-03) (-0.112530E+00,-0.273955E-03) ( 0.165142E-07,-0.540883E-03)   1848.827277      1.000000
  589    2  (-0.112571E+00,-0.296888E-03) (-0.112530E+00,-0.273490E-03) ( 0.164582E-07,-0.539966E-03)   1851.968869      1.000000
  590    2  (-0.112571E+00,-0.296385E-03) (-0.112530E+00,-0.273026E-03) ( 0.164025E-07,-0.539051E-03)   1855.110462      1.000000
  591    2  (-0.112571E+00,-0.295884E-03) (-0.112530E+00,-0.272563E-03) ( 0.163471E-07,-0.538140E-03)   1858.252055      1.000000
  592    2  (-0.112571E+00,-0.295385E-03) (-0.112530E+00,-0.272103E-03) ( 0.162920E-07,-0.537232E-03)   1861.393647      1.000000
  593    2  (-0.112571E+00,-0.294887E-03) (-0.112530E+00,-0.271644E-03) ( 0.162371E-07,-0.536327E-03)   1864.535240      1.000000
  594    2  (-0.112571E+00,-0.294391E-03) (-0.112530E+00,-0.271186E-03) ( 0.161825E-07,-0.535425E-03)   1867.676833      1.000000
  595    2  (-0.112571E+00,-0.293897E-03) (-0.112530E+00,-0.270730E-03) ( 0.161282E-07,-0.534525E-03)   1870.818425      1.000000
  596    2  (-0.112571E+00,-0.293404E-03) (-0.112530E+00,-0.270275E-03) ( 0.160742E-07,-0.533629E-03)   1873.960018      1.000000
  597    2  (-0.112571E+00,-0.292913E-03) (-0.112530E+00,-0.269822E-03) ( 0.160204E-07,-0.532736E-03)   1877.101611      1.000000
  598    2  (-0.112571E+00,-0.292424E-03) (-0.112530E+00,-0.269371E-03) ( 0.159669E-07,-0.531846E-03)   1880.243203      1.000000
  599    2  (-0.112571E+00,-0.291936E-03) (-0.112530E+00,-0.268921E-03) ( 0.159137E-07,-0.530959E-03)   1883.384796      1.000000
  600    2  (-0.112571E+00,-0.291450E-03) (-0.112530E+00,-0.268472E-03) ( 0.158608E-07,-0.530075E-03)   1886.526388      1.000000
  601    2  (-0.112571E+00,-0.290965E-03) (-0.112530E+00,-0.268025E-03) ( 0.158081E-07,-0.529193E-03)   1889.667981      1.000000
  602    2  (-0.112571E+00,-0.290482E-03) (-0.112530E+00,-0.267580E-03) ( 0.157556E-07,-0.528315E-03)   1892.809574      1.000000
  603    2  (-0.112571E+00,-0.290001E-03) (-0.112530E+00,-0.267136E-03) ( 0.157035E-07,-0.527440E-03)   1895.951166      1.000000
  604    2  (-0.112571E+00,-0.289521E-03) (-0.112530E+00,-0.266693E-03) ( 0.156516E-07,-0.526567E-03)   1899.092759      1.000000
  605    2  (-0.112571E+00,-0.289043E-03) (-0.112530E+00,-0.266252E-03) ( 0.155999E-07,-0.525698E-03)   1902.234352      1.000000
  606    2  (-0.112571E+00,-0.288567E-03) (-0.112530E+00,-0.265812E-03) ( 0.155485E-07,-0.524831E-03)   1905.375944      1.000000
  607    2  (-0.112571E+00,-0.288092E-03) (-0.112530E+00,-0.265374E-03) ( 0.154974E-07,-0.523967E-03)   1908.517537      1.000000
  608    2  (-0.112571E+00,-0.287618E-03) (-0.112530E+00,-0.264937E-03) ( 0.154465E-07,-0.523106E-03)   1911.659130      1.000000
  609    2  (-0.112571E+00,-0.287146E-03) (-0.112530E+00,-0.264502E-03) ( 0.153958E-07,-0.522248E-03)   1914.800722      1.000000
  610    2  (-0.112571E+00,-0.286676E-03) (-0.112530E+00,-0.264068E-03) ( 0.153454E-07,-0.521392E-03)   1917.942315      1.000000
  611    2  (-0.112571E+00,-0.286207E-03) (-0.112530E+00,-0.263635E-03) ( 0.152953E-07,-0.520539E-03)   1921.083908      1.000000
  612    2  (-0.112571E+00,-0.285740E-03) (-0.112530E+00,-0.263204E-03) ( 0.152454E-07,-0.519690E-03)   1924.225500      1.000000
  613    2  (-0.112571E+00,-0.285274E-03) (-0.112530E+00,-0.262774E-03) ( 0.151957E-07,-0.518843E-03)   1927.367093      1.000000
  614    2  (-0.112571E+00,-0.284810E-03) (-0.112530E+00,-0.262346E-03) ( 0.151463E-07,-0.517998E-03)   1930.508686      1.000000
  615    2  (-0.112571E+00,-0.284347E-03) (-0.112530E+00,-0.261919E-03) ( 0.150971E-07,-0.517157E-03)   1933.650278      1.000000
  616    2  (-0.112571E+00,-0.283886E-03) (-0.112530E+00,-0.261493E-03) ( 0.150482E-07,-0.516318E-03)   1936.791871      1.000000
  617    2  (-0.112571E+00,-0.283426E-03) (-0.112530E+00,-0.261069E-03) ( 0.149995E-07,-0.515482E-03)   1939.933464      1.000000
  618    2  (-0.112571E+00,-0.282968E-03) (-0.112530E+00,-0.260646E-03) ( 0.149510E-07,-0.514648E-03)   1943.075056      1.000000
  619    2  (-0.112571E+00,-0.282511E-03) (-0.112530E+00,-0.260224E-03) ( 0.149028E-07,-0.513817E-03)   1946.216649      1.000000
  620    2  (-0.112571E+00,-0.282056E-03) (-0.112530E+00,-0.259804E-03) ( 0.148548E-07,-0.512989E-03)   1949.358242      1.000000
  621    2  (-0.112571E+00,-0.281602E-03) (-0.112530E+00,-0.259385E-03) ( 0.148070E-07,-0.512164E-03)   1952.499834      1.000000
  622    2  (-0.112571E+00,-0.281150E-03) (-0.112530E+00,-0.258968E-03) ( 0.147595E-07,-0.511341E-03)   1955.641427      1.000000
  623    2  (-0.112571E+00,-0.280699E-03) (-0.112530E+00,-0.258552E-03) ( 0.147122E-07,-0.510521E-03)   1958.783020      1.000000
  624    2  (-0.112571E+00,-0.280249E-03) (-0.112530E+00,-0.258137E-03) ( 0.146651E-07,-0.509704E-03)   1961.924612      1.000000
  625    2  (-0.112571E+00,-0.279801E-03) (-0.112530E+00,-0.257723E-03) ( 0.146183E-07,-0.508889E-03)   1965.066205      1.000000
  626    2  (-0.112571E+00,-0.279355E-03) (-0.112530E+00,-0.257311E-03) ( 0.145716E-07,-0.508076E-03)   1968.207797      1.000000
  627    2  (-0.112571E+00,-0.278909E-03) (-0.112530E+00,-0.256900E-03) ( 0.145252E-07,-0.507267E-03)   1971.349390      1.000000
  628    2  (-0.112571E+00,-0.278466E-03) (-0.112530E+00,-0.256491E-03) ( 0.144790E-07,-0.506460E-03)   1974.490983      1.000000
  629    2  (-0.112571E+00,-0.278023E-03) (-0.112530E+00,-0.256083E-03) ( 0.144331E-07,-0.505655E-03)   1977.632575      1.000000
  630    2  (-0.112571E+00,-0.277582E-03) (-0.112530E+00,-0.255675E-03) ( 0.143873E-07,-0.504853E-03)   1980.774168      1.000000
  631    2  (-0.112571E+00,-0.277143E-03) (-0.112530E+00,-0.255270E-03) ( 0.143418E-07,-0.504054E-03)   1983.915761      1.000000
  632    2  (-0.112571E+00,-0.276704E-03) (-0.112530E+00,-0.254865E-03) ( 0.142965E-07,-0.503257E-03)   1987.057353      1.000000
  633    2  (-0.112571E+00,-0.276268E-03) (-0.112530E+00,-0.254462E-03) ( 0.142514E-07,-0.502462E-03)   1990.198946      1.000000
  634    2  (-0.112571E+00,-0.275832E-03) (-0.112530E+00,-0.254060E-03) ( 0.142065E-07,-0.501670E-03)   1993.340539      1.000000
  635    2  (-0.112571E+00,-0.275398E-03) (-0.112530E+00,-0.253660E-03) ( 0.141618E-07,-0.500881E-03)   1996.482131      1.000000
  636    2  (-0.112571E+00,-0.274966E-03) (-0.112530E+00,-0.253260E-03) ( 0.141174E-07,-0.500094E-03)   1999.623724      1.000000
  637    2  (-0.112571E+00,-0.274534E-03) (-0.112530E+00,-0.252862E-03) ( 0.140731E-07,-0.499310E-03)   2002.765317      1.000000
  638    2  (-0.112571E+00,-0.274104E-03) (-0.112530E+00,-0.252465E-03) ( 0.140291E-07,-0.498528E-03)   2005.906909      1.000000
  639    2  (-0.112571E+00,-0.273676E-03) (-0.112530E+00,-0.252069E-03) ( 0.139852E-07,-0.497748E-03)   2009.048502      1.000000
  640    2  (-0.112571E+00,-0.273248E-03) (-0.112530E+00,-0.251675E-03) ( 0.139416E-07,-0.496971E-03)   2012.190095      1.000000
  641    2  (-0.112571E+00,-0.272822E-03) (-0.112530E+00,-0.251282E-03) ( 0.138981E-07,-0.496196E-03)   2015.331687      1.000000
  642    2  (-0.112571E+00,-0.272398E-03) (-0.112530E+00,-0.250890E-03) ( 0.138549E-07,-0.495424E-03)   2018.473280      1.000000
  643    2  (-0.112571E+00,-0.271975E-03) (-0.112530E+00,-0.250499E-03) ( 0.138119E-07,-0.494654E-03)   2021.614873      1.000000
  644    2  (-0.112571E+00,-0.271553E-03) (-0.112530E+00,-0.250109E-03) ( 0.137691E-07,-0.493887E-03)   2024.756465      1.000000
  645    2  (-0.112571E+00,-0.271132E-03) (-0.112530E+00,-0.249721E-03) ( 0.137264E-07,-0.493121E-03)   2027.898058      1.000000
  646    2  (-0.112571E+00,-0.270712E-03) (-0.112530E+00,-0.249333E-03) ( 0.136840E-07,-0.492359E-03)   2031.039651      1.000000
  647    2  (-0.112571E+00,-0.270294E-03) (-0.112530E+00,-0.248947E-03) ( 0.136418E-07,-0.491598E-03)   2034.181243      1.000000
  648    2  (-0.112571E+00,-0.269878E-03) (-0.112530E+00,-0.248562E-03) ( 0.135997E-07,-0.490840E-03)   2037.322836      1.000000
  649    2  (-0.112571E+00,-0.269462E-03) (-0.112530E+00,-0.248179E-03) ( 0.135579E-07,-0.490085E-03)   2040.464429      1.000000
  650    2  (-0.112571E+00,-0.269048E-03) (-0.112530E+00,-0.247796E-03) ( 0.135162E-07,-0.489331E-03)   2043.606021      1.000000
  651    2  (-0.112571E+00,-0.268635E-03) (-0.112530E+00,-0.247415E-03) ( 0.134748E-07,-0.488580E-03)   2046.747614      1.000000
  652    2  (-0.112571E+00,-0.268223E-03) (-0.112530E+00,-0.247035E-03) ( 0.134335E-07,-0.487831E-03)   2049.889206      1.000000
  653    2  (-0.112571E+00,-0.267813E-03) (-0.112530E+00,-0.246655E-03) ( 0.133924E-07,-0.487085E-03)   2053.030799      1.000000
  654    2  (-0.112571E+00,-0.267404E-03) (-0.112530E+00,-0.246278E-03) ( 0.133515E-07,-0.486341E-03)   2056.172392      1.000000
  655    2  (-0.112571E+00,-0.266996E-03) (-0.112530E+00,-0.245901E-03) ( 0.133108E-07,-0.485599E-03)   2059.313984      1.000000
  656    2  (-0.112571E+00,-0.266589E-03) (-0.112530E+00,-0.245525E-03) ( 0.132703E-07,-0.484859E-03)   2062.455577      1.000000
  657    2  (-0.112571E+00,-0.266183E-03) (-0.112530E+00,-0.245151E-03) ( 0.132300E-07,-0.484121E-03)   2065.597170      1.000000
  658    2  (-0.112571E+00,-0.265779E-03) (-0.112530E+00,-0.244777E-03) ( 0.131898E-07,-0.483386E-03)   2068.738762      1.000000
  659    2  (-0.112571E+00,-0.265376E-03) (-0.112530E+00,-0.244405E-03) ( 0.131498E-07,-0.482653E-03)   2071.880355      1.000000
  660    2  (-0.112571E+00,-0.264974E-03) (-0.112530E+00,-0.244034E-03) ( 0.131101E-07,-0.481923E-03)   2075.021948      1.000000
  661    2  (-0.112571E+00,-0.264574E-03) (-0.112530E+00,-0.243664E-03) ( 0.130704E-07,-0.481194E-03)   2078.163540      1.000000
  662    2  (-0.112571E+00,-0.264175E-03) (-0.112530E+00,-0.243295E-03) ( 0.130310E-07,-0.480468E-03)   2081.305133      1.000000
  663    2  (-0.112571E+00,-0.263776E-03) (-0.112530E+00,-0.242927E-03) ( 0.129918E-07,-0.479744E-03)   2084.446726      1.000000
  664    2  (-0.112571E+00,-0.263379E-03) (-0.112530E+00,-0.242560E-03) ( 0.129527E-07,-0.479022E-03)   2087.588318      1.000000
  665    2  (-0.112571E+00,-0.262984E-03) (-0.112530E+00,-0.242194E-03) ( 0.129138E-07,-0.478302E-03)   2090.729911      1.000000
  666    2  (-0.112571E+00,-0.262589E-03) (-0.112530E+00,-0.241830E-03) ( 0.128751E-07,-0.477584E-03)   2093.871504      1.000000
  667    2  (-0.112571E+00,-0.262196E-03) (-0.112530E+00,-0.241466E-03) ( 0.128365E-07,-0.476869E-03)   2097.013096      1.000000
  668    2  (-0.112571E+00,-0.261803E-03) (-0.112530E+00,-0.241104E-03) ( 0.127982E-07,-0.476155E-03)   2100.154689      1.000000
  669    2  (-0.112571E+00,-0.261412E-03) (-0.112530E+00,-0.240742E-03) ( 0.127599E-07,-0.475444E-03)   2103.296282      1.000000
  670    2  (-0.112571E+00,-0.261023E-03) (-0.112530E+00,-0.240382E-03) ( 0.127219E-07,-0.474735E-03)   2106.437874      1.000000
  671    2  (-0.112571E+00,-0.260634E-03) (-0.112530E+00,-0.240023E-03) ( 0.126841E-07,-0.474028E-03)   2109.579467      1.000000
  672    2  (-0.112571E+00,-0.260246E-03) (-0.112530E+00,-0.239664E-03) ( 0.126464E-07,-0.473323E-03)   2112.721060      1.000000
  673    2  (-0.112571E+00,-0.259860E-03) (-0.112530E+00,-0.239307E-03) ( 0.126088E-07,-0.472620E-03)   2115.862652      1.000000
  674    2  (-0.112571E+00,-0.259475E-03) (-0.112530E+00,-0.238951E-03) ( 0.125715E-07,-0.471920E-03)   2119.004245      1.000000
  675    2  (-0.112571E+00,-0.259090E-03) (-0.112530E+00,-0.238596E-03) ( 0.125343E-07,-0.471221E-03)   2122.145837      1.000000
  676    2  (-0.112571E+00,-0.258707E-03) (-0.112530E+00,-0.238242E-03) ( 0.124973E-07,-0.470525E-03)   2125.287430      1.000000
  677    2  (-0.112571E+00,-0.258326E-03) (-0.112530E+00,-0.237889E-03) ( 0.124604E-07,-0.469830E-03)   2128.429023      1.000000
  678    2  (-0.112571E+00,-0.257945E-03) (-0.112530E+00,-0.237537E-03) ( 0.124237E-07,-0.469138E-03)   2131.570615      1.000000
  679    2  (-0.112571E+00,-0.257565E-03) (-0.112530E+00,-0.237186E-03) ( 0.123871E-07,-0.468447E-03)   2134.712208      1.000000
  680    2  (-0.112571E+00,-0.257187E-03) (-0.112530E+00,-0.236836E-03) ( 0.123508E-07,-0.467759E-03)   2137.853801      1.000000
  681    2  (-0.112571E+00,-0.256809E-03) (-0.112530E+00,-0.236487E-03) ( 0.123145E-07,-0.467072E-03)   2140.995393      1.000000
  682    2  (-0.112571E+00,-0.256433E-03) (-0.112530E+00,-0.236139E-03) ( 0.122785E-07,-0.466388E-03)   2144.136986      1.000000
  683    2  (-0.112571E+00,-0.256058E-03) (-0.112530E+00,-0.235792E-03) ( 0.122426E-07,-0.465706E-03)   2147.278579      1.000000
  684    2  (-0.112571E+00,-0.255684E-03) (-0.112530E+00,-0.235446E-03) ( 0.122068E-07,-0.465025E-03)   2150.420171      1.000000
  685    2  (-0.112571E+00,-0.255311E-03) (-0.112530E+00,-0.235101E-03) ( 0.121713E-07,-0.464347E-03)   2153.561764      1.000000
  686    2  (-0.112571E+00,-0.254939E-03) (-0.112530E+00,-0.234756E-03) ( 0.121358E-07,-0.463671E-03)   2156.703357      1.000000
  687    2  (-0.112571E+00,-0.254568E-03) (-0.112530E+00,-0.234413E-03) ( 0.121005E-07,-0.462996E-03)   2159.844949      1.000000
  688    2  (-0.112571E+00,-0.254198E-03) (-0.112530E+00,-0.234071E-03) ( 0.120654E-07,-0.462324E-03)   2162.986542      1.000000
  689    2  (-0.112571E+00,-0.253830E-03) (-0.112530E+00,-0.233730E-03) ( 0.120304E-07,-0.461653E-03)   2166.128135      1.000000
  690    2  (-0.112571E+00,-0.253462E-03) (-0.112530E+00,-0.233390E-03) ( 0.119956E-07,-0.460985E-03)   2169.269727      1.000000
  691    2  (-0.112571E+00,-0.253096E-03) (-0.112530E+00,-0.233051E-03) ( 0.119610E-07,-0.460318E-03)   2172.411320      1.000000
  692    2  (-0.112571E+00,-0.252730E-03) (-0.112530E+00,-0.232712E-03) ( 0.119264E-07,-0.459653E-03)   2175.552913      1.000000
  693    2  (-0.112571E+00,-0.252366E-03) (-0.112530E+00,-0.232375E-03) ( 0.118921E-07,-0.458990E-03)   2178.694505      1.000000
  694    2  (-0.112571E+00,-0.252002E-03) (-0.112530E+00,-0.232038E-03) ( 0.118578E-07,-0.458330E-03)   2181.836098      1.000000
  695    2  (-0.112571E+00,-0.251640E-03) (-0.112530E+00,-0.231703E-03) ( 0.118238E-07,-0.457671E-03)   2184.977691      1.000000
  696    2  (-0.112571E+00,-0.251279E-03) (-0.112530E+00,-0.231368E-03) ( 0.117898E-07,-0.457013E-03)   2188.119283      1.000000
  697    2  (-0.112571E+00,-0.250918E-03) (-0.112530E+00,-0.231035E-03) ( 0.117561E-07,-0.456358E-03)   2191.260876      1.000000
  698    2  (-0.112571E+00,-0.250559E-03) (-0.112530E+00,-0.230702E-03) ( 0.117224E-07,-0.455705E-03)   2194.402469      1.000000
